
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nytt
buildtoolbar_popup_help_patrols_5	- Om du har låst upp Mikrohantering har du tillgång till Schemaläggaren för utplacering som fungerar likadant för Patruller som för utplacering av Vanliga vakter.

buildtoolbar_popup_help_accessonly_1	Verktyget Endast tillträde gör det möjligt för dig att markera områden i ditt fängelse som i allmänhet bör undvikas när man rör sig runt i fängelset. Det gör det möjligt för dig att stoppa personer som använder rum som genvägar genom fängelset, om du föredrar att de väljer en annan väg.\n\n
buildtoolbar_popup_help_accessonly_2	~Vänsterklicka på zonen som du vill markera som Endast tillträde. Detta kan göras i tillägg till normala säkerhetsinställningar.
buildtoolbar_popup_help_accessonly_3	~Högerklicka på zonen för att ta bort inställningen Endast tillträde.\n\n
buildtoolbar_popup_help_accessonly_4	^Tips
buildtoolbar_popup_help_accessonly_5	- Endast tillträde är inte en strikt inställning. Den hindrar inte uttryckligen människor från att komma in, särskilt inte om deras mål finns inne på det markerade området. Om vägen genom ett Endast tillträde-område är betydligt kortare än ett annat alternativ (till exempel att navigera sig runt hela fängelset) får människor passera igenom Endast tillträde-zoner.

job_matsassigned	Avsatt material
job_matsavailable	Tillgängligt material
job_awaitingmaterials	Väntar på material
job_inprogress	-Pågår-
job_blocked	-Blockerad-
job_queued	-Placerad i kö-

job_failed_noroute	Ingen väg
job_failed_nomaterials	Inga material
job_failed_toodangerous	För farligt
job_failed_materialsbeingcarried	Material på väg

job_rightclicktocancel	- Högerklicka för att avbryta
job_ftofollow	- Tryck på F för att följa
job_makehighpriority	- Ctrl + vänsterklicka för att ge Hög Prioritet
job_removehighpriority	- Ctrl + högerklicka för att ta bort Hög Prioritet
job_makehighpriority_mac	- Alt + vänsterklicka för att ge Hög Prioritet
job_removehighpriority_mac	- Alt + högerklicka för att ta bort Hög Prioritet
job_highpriority_tooltip	- BRÅDSKANDE
job_refundamount	- Belopp för återbetalning: *X

failuremessage_blocked	Blockerad
failuremessage_cantafford	Otillräckligt saldo
failuremessage_cantaffordupkeep	Överskrider daglig budget
failuremessage_maximumcountreached	Maxantal anställda redan
failuremessage_maxstaff	För mycket personal


# =============================================================================
# Status Toolbar
# =============================================================================

statustoolbar_deliveries	Leveranser
statustoolbar_finances	Ekonomi
statustoolbar_regime	Regim
statustoolbar_escapemap	Säkerhet
statustoolbar_electricity	Elektricitet
statustoolbar_stats	Statistik
statustoolbar_danger	Fara
statustoolbar_jobs	Jobb
statustoolbar_gangs	Gäng
statustoolbar_staff	Personal
statustoolbar_research	Forskning


# =============================================================================
# Sprite Bank Editor + other tools
# =============================================================================

spritebankeditor_title	Spritebankredigerare
spritebankeditor_create	Skapa
spritebankeditor_rotate	Rotera
spritebankeditor_sort	Sortera
spritebankeditor_markermodetitle	Markörläge


# =============================================================================
# Codex
# =============================================================================

codex_mainmenu	Huvudmeny
codex_campaign	Kampanj
codex_cutscenes	Mellansekvenser
codex_qualifications	Kvalifikationer
codex_load	Ladda fängelse
codex_loadcampaign	Ladda kampanj
codex_save	Spara fängelse
codex_savecampaign	Spara kampanj
codex_performance	Prestandatest
codex_developer_load	(Utvecklare) Ladda karta
codex_developer_save	(Utvecklare) Spara karta
codex_developer_clearach	(Utvecklare) Rensa mål
codex_contacts	Kontakter
codex_materials	Material
codex_play	Spela
codex_play_escape	Spela Flyktläge
codex_polaroids	Fotografier
codex_introduction	Introduktion
codex_restartintroduction	Starta om introduktionen
codex_restartchapter	Starta om kapitel
codex_help	Hjälp (wiki)
codex_opensavefolder	Öppna sparmapp
codex_options	Inställningar
codex_nitgs	Namn i spelet
codex_workshop	Dela med dig av fängelset (Steam)
codex_steamtrending	Mest populära fängelserna (Steam)
codex_checkforupdates	Sök efter uppdateringar
codex_preorder	Förbeställ nu
codex_termsconditions	Regler och villkor
codex_twitter	Twitter
codex_extras	Extra
codex_unlocked	Låst upp *X/*Y
codex_mapsettings	Kartinställningar
codex_othergames	Andra Introversion-spel
codex_mutators	Mutatorer

codex_cloudsavedesc	Spara till molnet
codex_cloud_enabled	Nya sparningar lagras i molnet.
codex_cloud_notaccount	Steam Cloud är inaktiverat i Steam-klienten. Återaktivera det för att använda denna funktion.
codex_cloud_notapp	Nya sparningar lagras på din hårddisk.
codex_saveload_delete	Radera

codex_new	Skapa nytt fängelse
codex_new_worldsize	Storlek på världen
codex_new_small	Liten
codex_new_medium	Mellan
codex_new_large	Stor
codex_new_selectwarden	Välj fängelsedirektör
codex_new_selectgender	Välj internens kön

codex_options_graphics	Grafik
codex_options_resolution	Upplösning
codex_options_resolutionauto	Auto
codex_options_windowed	Fönsterläge
codex_options_highdpi	Hög DPI
codex_options_filtering	Filter
codex_options_nofiltering	Av
codex_options_multisampled	Multisamplad
codex_options_supersampled	Supersamplad

codex_options_audio	Ljud
codex_options_volume	Huvudvolym
codex_options_frequency	Mixerfrekvens
codex_options_swapstero	Byt stereo
codex_options_dspenabled	Aktivera DSP
codex_options_11khz	11025 Hz
codex_options_22khz	22050 Hz
codex_options_44khz	44100 Hz

codex_options_clocktype	Klocktyp
codex_options_clocktype_analogue	Analog
codex_options_clocktype_12h	12 timmar
codex_options_clocktype_24h	24 timmar

codex_options_directions	Våningsskyltar
codex_options_dirrender_hidden	Dold/dolt/dolda
codex_options_dirrender_visible	Synlig/synligt/synliga
codex_options_dirrender_zoom	Inzoomning

codex_options_tempscale	Visa temperatur i Celsius

codex_options_gameplay	Spel
codex_options_autosave	Timer för automatisk sparning
codex_options_renderrooms	Schackbrädesgolv
codex_options_apply	Verkställ
codex_options_v2gui	Version 2.0 GUI
codex_options_zoomtomouse	Zooma till musen
codex_options_oneclickrapsheet	Brottsregister med ett klick
codex_options_disableanalytics	Inaktivera Analys
codex_tooltip_disableanalytics	Vi samlar in anonymiserad statistik för att förbättra spelupplevelsen. Uppgifterna som vi samlar in kan ses i metrics.txt

codex_options_language	Språk

codex_options_experimental	Experimentell
codex_options_enablevbo	Aktivera Vertex Buffer-objekt

codex_nitgs_authwarning	Viktigt: om du nyligen har ändrat ditt namn i spelanmälan måste det godkännas innan det visas i listan.

codex_nitgs_filtercaption	Filter
codex_nitgs_filterall	Alla
codex_nitgs_filtermen	Män
codex_nitgs_filterwomen	Kvinnor

codex_nitgs_checkingforupdate	Söker efter uppdatering...
codex_nitgs_updateavailable	Uppdatering tillgänglig
codex_nitgs_downloading	Hämtar uppdatering...
codex_nitgs_downloadcomplete	Nedladdningen klar.
codex_nitgs_downloadfailed	Nedladdningen misslyckades.

codex_enabled	På
codex_disabled	Av

codex_option_intake	Löpande intag
codex_tooltip_intake	Om detta aktiveras får du ett slumpmässigt antal fångar varje dag… för alltid.\n\nOm detta avaktiveras kan du välja när du känner dig redo att få nya interner genom att gå till rapporterna och klicka på fliken Intag.
codex_option_fogofwar	Krigsdimma
codex_tooltip_fogofwar	Du kommer inte kunna se hela insidan av ditt fängelse, såvida du inte har vakter som patrullerar eller övervakningskameror som filmar.
codex_option_lakes	Skapa sjöar
codex_tooltip_lakes	Slumpmässiga sjöar blockerar delar av din mark. VARNING: På experimentstadiet.
codex_option_forests	Skapa skogar
codex_tooltip_forests	Trädsamlingar kommer fram på din mark.
codex_option_buildings	Skapa byggnader
codex_tooltip_buildings	Slumpmässiga övergivna byggnader finns på din mark, som du kan använda hur du vill.
codex_option_failure	Felförhållanden
codex_tooltip_failure	En extra utmaning! Du får sparken och spelet är över om du låter saker och ting gå för mycket åt pipan. (Upplopp, Konkurs, för många som dör eller flyr, etc.)
codex_option_unlimitedfunds	Obegränsat med pengar
codex_tooltip_unlimitedfunds	Ett riktigt sandlådeläge! Du kan spendera så mycket pengar som du vill direkt från början, utan att behöva oroa dig eller vänta på mer senare.
codex_option_gangs	Gäng
codex_tooltip_gangs	Vissa interner är gängmedlemmar och kommer attackera rivaler. En extra utmaning.
codex_option_events	Händelser
codex_tooltip_events	Orsakar händelser under spelet som håller dig på alerten. Lägger till en extra utmaning och lite oförutsägbarhet.
codex_option_weather	Väder och temperatur
codex_tooltip_weather	Lägger till växlande väder och varierande temperaturer till ditt fängelse, vilket kräver att du tänker på uppvärmning.
codex_option_enablecheats	Aktivera Verktyg och Fusk
codex_tooltip_enablecheats	Aktiverar utvecklarverktyg och fusk i detta fängelse. Om det väljs kan det inte inaktiveras, prestationer belönas inte och du kommer inte kunna sälja detta fängelse.
codex_option_staffneeds	Personalens behov
codex_tooltip_staffneeds	Aktivera Behov för dina vakter, vilket innebär att de kommer att kräva mat, vila och andra bekvämligheter för att kunna utföra sitt arbete ordentligt.
codex_option_wardenmode	Direktörsläge
codex_tooltip_wardenmode	Spela som fängelsedirektören som arbetar på platsen där ditt fängelse byggs.
codex_option_wardenmode_permadeath	Permadöd
codex_tooltip_wardenmode_permadeath	Om du dör som direktör är spelet över!

codex_option_funds	Pengar
codex_tooltip_funds	Så här mycket pengar på bankkontot börjar du med. Sälj dina etablerade fängelser från skärmen Värdering för att börja med mer pengar.

codex_transfer	Överför
codex_transferring	Överförs
codex_in_prison	Fängslad
codex_unavailable	Inte tillgängligt
codex_useravatar	Det här är jag
codex_tooltip_useravatar	Markera denna intern som din egen representant. Om du någon gång hamnar i fängelse själv kommer denna intern att representera dig.
codex_tooltip_flagbio	Rapportera denna biografi som stötande.

codex_workshop_current	Nuvarande fängelse
codex_workshop_publish	Publicera detta fängelse
codex_workshop_update	Uppdatera
codex_workshop_play	Spela
codex_workshop_downloading	Laddar ner
codex_workshop_download_failed	Hämtningen misslyckades
codex_workshop_publishing	Publicerar…
codex_workshop_new	NYTT
codex_workshop_title	Titel
codex_workshop_desc	Beskrivning
codex_workshop_view_in_workshop	Visa i Steam Workshop
codex_workshop_heading_pubed	Dina publicerade fängelser
codex_workshop_heading_subed	Nedladdade fängelser
codex_workshop_published_by	Publicerat av *P
codex_workshop_published_by_you	Publicerat av dig
codex_workshop_published_good	Fängelset publicerades
codex_workshop_published_good_msg	Ditt fängelse har publicerats.
codex_workshop_published_bad	Misslyckades med att publicera fängelset
codex_workshop_published_bad_msg	Ditt fängelse kunde inte publiceras.
codex_workshop_published_bad_msg_new	Ditt nya fängelse kunde inte publiceras. Försök igen.
codex_workshop_busy	Det händer redan saker med Steam. Vänta på att det blir färdigt och försök sedan igen.
codex_workshop_file_exists	Du har redan publicerat ett fängelse med detta namn. Välj ett annat namn.
codex_workshop_generic_fail	Det gick inte att publicera ditt fängelse. Försök igen.
codex_workshop_download_bad	Misslyckades med att ladda ner detta fängelse
codex_workshop_pa_workshop	Öppna Prison Architect Workshop
codex_workshop_agreement	När du skickar in detta godkänner du [url=http://steamcommunity.com/sharedfiles/workshoplegalagreement]villkoren för Steam Workshop[/url].
codex_workshop_update_warning	Uppdaterar Publicerat fängelse
codex_workshop_update_warning_msg	Uppdatering av detta Publicerade fängelse byter ut det publicerade fängelset mot det för närvarande laddade fängelset. Detta tar bort det publicerade fängelset och ersätter det permanent med det fängelse som du för närvarande spelar. Denna åtgärd kan inte ångras.\n\nÄr du säker på att du vill fortsätta?

codex_options_timelapse	Timelapse
codex_timelapse_record	Spela in timelapse
codex_timelapse_stop	Stoppa timelapse
codex_timelapse_camera	Kameraläge
codex_timelapse_customresw	Anpassad upplösning (bredd)
codex_timelapse_customresh	Anpassad upplösning (höjd)
codex_timelapse_resolution	Upplösning
codex_timelapse_fps	Uppspelningshastighet
codex_timelapse_interval	Bildintervall
codex_timelapse_quality	Kvalitet
codex_timelapse_unsupported	Denna funktion finns inte tillgänglig på din dator.
codex_timelapse_savesettings	Spara inställningar

codex_timelapse_cam_zoom	Kamerazoom
codex_timelapse_cam_fitmap	Passa in karta
codex_timelapse_cam_fitheight	Passa in karthöjd
codex_timelapse_cam_fitwidth	Passa in kartbredd
codex_timelapse_fps_value	*X FPS
codex_timelapse_quality_high	Hög
codex_timelapse_quality_med	Mellan
codex_timelapse_quality_low	Låg
codex_timelapse_interval_value	*X minuter i spelet
timelapse_caption	Inspelningslängder för Timelapse *X:*Y, *Z ramar har spelats in, eftersläpning: *T

codex_performance_running	Prestandatest körs
codex_performance_time	Tid kvar: *Ts
codex_performance_current	Nuvarande bildrutetid: *Tms
codex_performance_min	Minsta bildrutetid: *Tms
codex_performance_avg	Genomsnittlig bildrutetid: *Tms
codex_performance_max	Högsta bildrutetid: *Tms
codex_performance_numframes	Antal bildrutor: *T

codex_last_modified	Senast ändrad: *T
codex_sortbydesc	Sortera efter datum
codex_sortname	Namn
codex_sortdate	Datum
codex_apply	Verkställ
codex_select	Välj

codex_mods	Moddar
codex_mod_activetitle	Aktiva moddar
codex_mod_inactivetitle	Tillgängliga moddar
codex_mod_deactivate	Avaktivera alla moddar
codex_mod_wiki	Hitta fler moddar (Wiki)
codex_mod_openmodsfolder	Öppna moddmappen
codex_mod_moresteammods	Hitta fler moddar (Steam Workshop)
codex_mod_findsteamtranslations	Hitta fler översättningar (Steam Workshop)
codex_authortitle	Utfärdad av
codex_versiontitle	Version
codex_datetitle	Datum
codex_urltitle	URL
codex_typetitle	Typ
codex_mod_graphicsandsound	Grafik och ljud
codex_mod_translation	Översättning
codex_mod_scenario	Scenario
codex_mod_content	Innehåll
codex_mod_load_scenario	Spela scenario
codex_publishmod	Publicera denna mod

codex_mod_update	Uppdatera denna mod
codex_mod_published_good	Modden publicerades
codex_mod_published_good_msg	Din mod har publicerats.
codex_mod_published_bad	Misslyckades med att publicera mod
codex_mod_published_bad_msg	Din mod kunde inte publiceras.
codex_mod_modsupdated	Moddarna har uppdaterats
codex_mod_modsupdated_msg	Vissa av dina aktiva moddar har uppdaterats. Klicka på OK för att tillämpa de nya förändringarna. Spelet kommer att sparas automatiskt.
codex_mod_translationcaption	Är detta en översättning till ett annat språk?

codex_language	Språk
codex_language_englishdefault	English (Default)
codex_language_default	Standardspråk
codex_language_download	Hämtar…
codex_language_failed_download	Misslyckades med att hämta översättningen
codex_language_failed_download_msg	Den valda översättningen kunde inte hämtas.
codex_language_searching_workshop	Söker i Steam Workshop
codex_language_community	Dessa översättningar skapas och underhålls av er spelare. Tack!

codex_polaroids_new	NY

codex_save_confirm	Är du säker på att du vill skriva över *X med nuvarande fängelse?
codex_researtchapter_confirm	Är du säker på att du vill starta om nuvarande kapitel? Du kommer att förlora det som inte sparats.
codex_delete_confirm	Är du säker på att du vill radera *X permanent?

codex_premadeprisons	Förtillverkade fängelser

codex_trending_more	...
codex_sortbycaption	Sortera via:
codex_trending_oneday	En dag
codex_trending_oneweek	En vecka
codex_trending_threemonths	Tre månader
codex_trending_sixmonths	Sex månader
codex_trending_oneyear	Ett år
codex_trending_alltime	All tid
codex_trending_failedtogetlist	Det gick inte att hämta fängelselistan
codex_trending_failedtogetlist_msg	Det gick inte att hämta listan med populära fängelser.

codex_settings	Kartinställningar
codex_settings_gangs	Aktivera Gäng
codex_settings_events	Aktivera Händelser
codex_settings_weather	Aktivera Väder
codex_settings_staffneeds	Aktivera personalbehov
codex_settings_failureconditions	Aktivera Felförhållanden
codex_settings_confirm	När denna inställning väl har aktiverats kan den inte inaktiveras. Är du säker på att du vill aktivera *X?

codex_packrects	Pack Rectangles
codex_addboxbutton	Lägg till ny Rektangel
codex_setsize	Ställ in Utrymmets storlek
codex_removeallrects	Ta bort alla Rektanglar
codex_packrects_widthcaption	Utrymmets bredd
codex_packrects_heightcaption	Utrymmets höjd
codex_packrects_boxwcaption	Rektangelns bredd
codex_packrects_boxhcaption	Rektangelns höjd

mods_downscaled_spritesheet	Sprite-bladet har nedskalats
mods_downscaled_spritesheet_msg	Sprite-bladet har fått nedskalas på grund av ditt grafikkorts begränsningar. Detta är antagligen ett resultat av aktivering av många moddar. Inaktivera några moddar för att förbättra kvaliteten.
mods_errors_no_memory	Inga Modd-sprites har laddats
mods_errors_no_memory_msg	Det finns inte tillräckligt mycket grafikminne för att ladda ytterligare modd-sprites. Detta är antagligen ett resultat av aktivering av många moddar. Inaktivera några moddar för att använda mindre minne.

# =============================================================================
# Graphics Change Confirmation
# =============================================================================

graphicschange_message	Vill du behålla dessa grafikinställningar? Förändringarna kommer att återgå om
graphicschange_time	sekunder.
graphicschange_accept	Godkänn
graphicschange_revert	Återgå

# =============================================================================
# Script
# =============================================================================

scriptdebugger_title	Manusavlusare (F3)

# =============================================================================
# Mod Confirmation
# =============================================================================

modnotification_title	Modskillnader hittade
modnotification_info	Dessa moddar användes när det nuvarande fängelset sparades. Vi rekommenderar att du laddar ner och aktiverar dem innan du spelar detta fängelse.
modnotification_playnow	Spela nu
modnotification_active	Aktiv
modnotification_inactive	Inaktiv
modnotification_new	Ny
modnotification_unknown	Okänd
modnotification_popup_title	Modskillnad
modnotification_popup_active	Denna mod är för närvarande aktiv. Klicka för att avaktivera.
modnotification_popup_inactive	Denna mod är för närvarande inaktiv. Klicka för att aktivera.
modnotification_popup_new_url	Detta är en ny mod. Klicka för att öppna länken till den i en webbläsare.
modnotification_popup_new_steam	Detta är en ny mod på Steam. Klicka för att abonnera på och ladda ner modden nu.
modnotification_popup_unknown	Vi kunde inte ta reda på var denna mod kom ifrån. Var vänlig hitta och installera denna mod själv.

# =============================================================================
# Biography
# =============================================================================

biography_search	Stanna och sök
biography_selected	VALD
biography_prisoner_name	*S, *F
biography_prisoner_number               Intern #*X
biography_prisoner_age	Ålder: *X
biography_prisoner_traits	Karaktärsdrag:
biography_prisoner_convicted	Dömd för *C (förklarade sig *P)
biography_prisoner_sentenced	Dömd till *X år i fängelse
biography_parole_now	Behörig för villkorlig frigivning nu
biography_parole_later	Behörig för villkorlig frigivning om *X år
biography_prisoner_served	Tjänat *X år
biography_prisoner_priors	Tidigare brott:


# =============================================================================
# Rap Sheet
# =============================================================================

rapsheet_age	Ålder:
rapsheet_category	Kategori:
rapsheet_traits	Karaktärsdrag:
rapsheet_conviction_text	*C - *Y år
rapsheet_found_text	(Förklarade sig: *P)
rapsheet_convictions	Domar
rapsheet_misconductstitle	Uppträdde olämpligt nyligen
rapsheet_biography	Biografi
rapsheet_guilty	Skyldig
rapsheet_notguilty	Oskyldig
rapsheet_served	Tjänat
rapsheet_served_time	Tjänat *Y år
rapsheet_time	*Y år
rapsheet_bio	Dömd till *Y år för *A.
rapsheet_bio_med	Dömd till *Y år för flera brott, inklusive *A och *B.
rapsheet_bio_long	Dömd till *Y år för flera brott, inklusive *A, *B och *C.
rapsheet_category_minsec	Minimumsäkerhet
rapsheet_category_normal	Normal säkerhet
rapsheet_category_maxsec	Högsäkerhet
rapsheet_category_protected	Skyddshäkte
rapsheet_category_supermax	Superhög säkerhet
rapsheet_category_deathrow	Dödscell
rapsheet_tab_biography	Biografi
rapsheet_tab_experience	Erfarenhet
rapsheet_tab_grading	Betyg
rapsheet_tab_character	Karaktär
rapsheet_punish	Straffa
rapsheet_recruit	Rekrytera uppgiftslämnare

rapsheet_timeinside	*X dagar i ditt fängelse
rapsheet_timeinside_hours	*X timmar i ditt fängelse
rapsheet_mood	Humör
rapsheet_activity	Aktivitet
rapsheet_condition	Tillstånd
rapsheet_program	Program
rapsheet_passchance	Chans för framgång
rapsheet_reformhistory	Reformprogrammets historia

rapsheet_reform_success	Lyckades
rapsheet_reform_successcount	Genomfört *X gånger
rapsheet_reform_failed	Misslyckades
rapsheet_reform_failcount	Misslyckades *X gånger

rapsheet_grading_punishment	Straff
rapsheet_grading_health	Hälsa
rapsheet_grading_security	Säkerhet
rapsheet_grading_reform	Reform
rapsheet_grading_points	*X poäng:
rapsheet_grading_penalties	*X påföljder:

rapsheet_scheduleexecution	Schemalägg avrättning


punish_lockdown_6	Låsning (6h)
punish_lockdown_12	Låsning (12h)
punish_lockdown_24	Låsning (24h)
punish_solitary_6	Isoleringscell (6h)
punish_solitary_12	Isoleringscell (12h)
punish_solitary_24	Isoleringscell (24h)
punish_solitary_perm	Isoleringscell (Permanent)
punish_lockdown_perm	Låsning (Permanent)
punish_solitary	Isoleringscell
punish_lockdown	Låsning
punish_none	Inga påföljder
punish_timer	*Xh *Ym
punish_timer_minutes	*Xm
punish_active	AKTIVT
punish_permanent	(Permanent)
punish_end	Avsluta påföljder

punish_up	Upp
punish_down	Ner
punish_setmin	Min
punish_setmed	Med
punish_setmax	Max
punish_setsuper	Super

# =============================================================================
# Misconducts
# =============================================================================

misconduct_reporttype_none	Inget
misconduct_reporttype_complaint	Klagomål
misconduct_reporttype_destruction	Förstörelse
misconduct_reporttype_escapeattempt	Flyktförsök
misconduct_reporttype_injuredprisoner	Attackerade intern
misconduct_reporttype_injuredstaff	Attackerade anställd
misconduct_reporttype_seriousinjury	Allvarlig skada
misconduct_reporttype_murder	Mord
misconduct_reporttype_contrabandweapons	Vapen hittades
misconduct_reporttype_contrabandtools	Verktyg hittades
misconduct_reporttype_contrabandnarcotics	Droger hittades
misconduct_reporttype_contrabandluxuries	Lyxvaror hittades
misconduct_reporttype_intoxicated	Berusning
misconduct_title	=[Dåligt uppförande]=
misconduct_totalitems	(Plus *X mer)

misconduct_report_addiction	Beroende av *X
misconduct_report_recoving	Återhämtar sig från sitt missbruk av *X
misconduct_report_alcoholic	Alkoholist
misconduct_report_recovingalcoholic	Återhämtar sig från sin alkoholism


# =============================================================================
# Research Names + Captions
# =============================================================================

research_required	Du behöver en *X för att förbereda denna rapport.
research_requireunlock	Du behöver forska fram *X för att låsa upp denna rapport
research_approved	GENOMFÖRD
research_cost	Kostnad: *X
research_costperitem	+ *X per föremål.
research_timetounlock	Tid för att låsa upp: *X timmar
research_movementpenalty	Rörelsestraff: *X%
research_protectionbonus	Skydd: *X%
research_tap_to_authorise	TRYCK FÖR ATT GODKÄNNA

research_none	Inget
research_warden	Fängelsedirektör
research_maintainance	Underhåll
research_security	Säkerhet
research_legal	Juridik
research_mentalhealth	Psykologi
research_finance	Ekonomi
research_landexpansion	Landökning
research_cctv	Övervakning
research_riotguards	Kravallvakter
research_health	Hälsa
research_cleaning	Städning
research_groundskeeping	Trädgårdsarbete
research_clone	Klona
research_deployment	Utplacering
research_patrols	Patruller
research_dogs	Hundar
research_prisonlabour	Fängelsearbete
research_education	Utbildning
research_contraband	Information
research_policy	Regler
research_armoury	Vapenförråd
research_bodyarmour	Skyddsvästar
research_tazers	Elpistoler
research_tazersforeveryone	Elpistoler till alla vakter
research_bankloans	Banklån
research_lowertaxes1	Skattelättnader
research_lowertaxes2	Skatteparadis utomlands
research_remoteaccess	Fjärråtkomst
research_extragrant	Extra bidrag
research_advancedmanagement	Mikrohantering
research_deathrow	Dödscell
research_permanentpunishment	Permanenta påföljder
research_removemincellsize	Små celler
research_reduceexecutionliability	Ansvar för avrättningar
research_legalprep	Juridisk förberelse
research_legaldefense	Juridiskt försvar
research_guardtowers	Vakttorn

researchtooltip_warden	Låser upp Fängelsedirektören och hela Byråkrati-systemet. Anställ honom från verktygsraden Personal.\n\nPrecis som alla anställda med administrativa uppgifter behöver han ett kontor.
researchtooltip_security	Låser upp Säkerhetschefen, som kan anställas från verktygsraden Personal. Denna chef ger dig tillgång till utplaceringsskärmen, och ger dig även en rapport i realtid över faronivån i ditt fängelse, vilket ofta kan förvarna om framtida problem.\n\nPrecis som alla anställda med administrativa uppgifter behöver han ett kontor.
researchtooltip_maintenance	Låser upp Arbetsledaren. Anställ honom från verktygsraden Personal.\n\nPrecis som alla anställda med administrativa uppgifter behöver han ett kontor.
researchtooltip_legal	Låser upp Advokaten, som kan anställas från verktygsraden Personal. Låser upp ett antal forskningsalternativ som ger dig mer kontroll över fängelset.\n\nPrecis som alla anställda med administrativa uppgifter behöver han ett kontor.
researchtooltip_deployment	Låter dig permanent stationera ut Vakter till de olika sektorerna i ditt fängelse.
researchtooltip_patrols	Låter dig placera ut patrullrutter runt viktiga områden på ditt fängelse (t.ex. murarna) och tilldela vakter att gå rundor utmed dessa.
researchtooltip_dogs	Låser upp Hundföraren och Vakthunden. De är bra för att sniffa fram luktande smuggelgods i fängelset, och för att upptäcka rymningstunnlar.\n\nHundar är också snabba, vilket gör att de enkelt kan jaga interner.
researchtooltip_cctv	Låser upp övervakningskameror och säkerhetsmonitorer. Använd dessa för att hålla koll på obemannade delar av fängelset.\n\nLåser även upp Telefonavlyssning, vilket låter dig lyssna av internernas telefonsamtal och få viktiga upplysningar.
researchtooltip_remoteaccess	Låser upp högteknologisk utrustning för fjärrkontroll och automatisering av dörrar. Dörrar kan öppnas på avstånd med ett dörrkontrollsystem (som sköts av en Vakt). De kan också öppnas av en dörrtimer vid särskilda tider på dygnet.
researchtooltip_riotguards	(HAR FÖR NÄRVARANDE INGET SYFTE)\nLåser upp Kravallvakten. De här killarna är beväpnade till tänderna och bra på att ta hand om våldsamma situationer.
researchtooltip_maintainance	Låser upp Arbetsledaren. Han låter dig forska mer på saker som Fängelsearbete, eller efter nya anställda som Trädgårdsmästaren.\n\nPrecis som alla anställda med administrativa uppgifter behöver han ett kontor.
researchtooltip_clone	Låser upp kloningsverktyget på huvudverktygsraden. Använd detta verktyg för att snabbt kopiera områden i ditt fängelse, till exempel Celler. För att använda detta väljer du en zon som ska kopieras genom att dra med höger musknapp, och sedan klickar du med vänster musknapp för att kopiera.
researchtooltip_groundskeeping	Låser upp Trädgårdsmästaren. Han håller allt rent och snyggt utomhus.
researchtooltip_cleaning	Låser upp Vaktmästaren. Han städar inne på fängelset och kan även hjälpa till med tvätten.
researchtooltip_health	Låser upp Doktorn, samt även Sjukstugan och Bårhuset. Skadade interner och personal tas till Sjukstugan så lappar doktorerna ihop dem.
researchtooltip_MentalHealth	Låser upp Psykologen, som kan ge dig en värdefull inblick i internernas mentala hälsa.\n\nPrecis som alla anställda med administrativa uppgifter behöver han ett kontor.
researchtooltip_finance	Låser upp Revisorn, som ger dig tillgång till ekonomirapporten för ditt fängelse.\n\nLåter dig även spendera mer för varje dag än vad din ekonomi vanligtvis skulle tillåta, så länge som du har pengar i reserv.\n\nPrecis som alla anställda med administrativa uppgifter behöver hon ett kontor.
researchtooltip_landexpansion	Låter dig köpa angränsande tomter, och på detta sätt bygga ut fängelset mer.
researchtooltip_prisonlabour	Låter dig sätta internerna i arbete på fängelset (med Matlagning, Städning etc.), vilket sparar in på lönerna, ger dig mer pengar i kassan och lär ut nya saker till internerna på samma gång.\n\nLåser även upp Verkstaden och Tvättstugan.
researchtooltip_education	Låser upp möjligheten att ha reformprogram inom utbildning för dina interner, med lärare utifrån.
researchtooltip_contraband	Träning för dina Vakter att bli bättre på att spåra upp och samla in smuggelgods. Låser upp rapporten Tillgång och Efterfrågan för smuggelgods, överlägget för smuggelgods (du ser då alla möjliga platser där smuggelgods kan finnas i ditt fängelse) och spårar allt hittat smuggelgods tillbaka till varifrån det smugglades eller stals.\n\nLåser även upp möjligheten att rekrytera interner som Konfidentiella uppgiftslämnare.\n\nLåser dessutom upp gänginformationsvyn.
researchtooltip_policy	Låser upp Regelrapporten som låter dig öka och minska internernas påföljder för allt dåligt uppförande. Den gör också att dina vakter automatiskt genomsöker internen med dåligt uppförande och hans cell.\n\nMed denna kan du även kontrollera i näringsreglerna hur mycket och vilken mat som serveras till internerna.
researchtooltip_armoury	Låser upp vapenförrådet, och låter dig placera ut beväpnade vakter runtom i ditt fängelse.
researchtooltip_bodyarmour	Utrustar alla dina Vakter, Beväpnade vakter och Hundförare med skyddsvästar. Detta kan hjälpa till med att absorbera skada under ett slagsmål, men det gör även att vakterna rör sig långsammare.\n\nVakterna måste gå till vapenförrådet för att få denna utrustning, och det kostar pengar för alla skyddsvästar som köps på detta sätt.
